,region,lon,lat,Y,X1,X2,X3,X4,X5,X6,X7,X8
1069,OH,-83.0572216272589,39.3374905467001,11.7,10.9,76.9,55.0,17.4,23.4,29.0,40.2,25.0
1070,NV,-119.529150600502,39.4468644134962,11.0,10.9,68.1,62.7,21.3,15.9,21.5,35.9,25.0
1071,TN,-82.432207470715,36.1107828188125,12.1,11.6,72.2,48.8,15.9,26.6,33.3,41.1,28.5
1072,OH,-81.08292876066,39.7273484694683,11.9,10.0,75.2,55.4,20.0,24.3,29.4,38.7,24.1
1073,MI,-84.4234055669282,42.2484713310932,11.8,6.4,73.3,63.3,19.0,19.9,25.5,42.2,22.8
1075,NH,-71.6802740843707,43.2974200794991,11.5,6.3,72.8,68.8,19.3,12.1,19.0,33.0,24.9
1076,MI,-89.6944063949911,46.4088918363673,11.7,8.2,76.0,66.1,19.9,17.6,24.5,34.6,23.3
1077,WY,-107.994787098478,44.5263908192951,10.7,13.4,65.8,58.9,19.1,16.3,21.7,31.9,22.4
1079,WA,-118.478679518846,46.2297482789784,12.3,8.4,68.6,61.8,19.6,13.0,18.0,30.4,28.6
1080,CT,-73.4471607445243,41.3202363326839,10.7,9.2,75.6,72.8,18.0,10.4,20.7,33.4,23.6
1083,KS,-96.5228530334659,39.7835675484083,10.9,9.4,73.6,62.6,18.5,17.5,24.7,36.1,22.8
1084,UT,-113.131050910003,40.4486328626382,11.0,10.3,69.3,67.3,14.9,10.2,19.2,39.2,25.8
1086,MO,-90.5375806514016,38.2609550920891,10.4,6.5,73.9,59.3,23.5,19.8,25.5,37.4,19.4
1087,NJ,-74.6909743887244,41.139262339861,9.7,8.6,72.7,69.7,20.8,11.5,19.0,36.4,27.0
1088,KY,-84.9284353074575,37.3221091881153,12.4,8.4,76.2,48.2,14.0,25.7,33.5,45.9,25.7
1089,NC,-79.9051746925854,35.3323223366211,10.2,17.8,75.6,58.7,17.3,17.1,25.5,35.8,23.6
1090,TX,-96.0111087701823,28.820954465474,10.4,29.3,71.0,46.3,17.4,19.7,34.1,41.4,30.0
1091,NM,-106.832682203524,32.3526405105142,10.7,15.7,68.0,59.9,16.6,14.9,24.3,32.9,24.6
1095,MN,-92.9083366954259,45.5024406813939,9.7,4.6,67.1,65.9,24.6,16.7,20.8,31.9,21.0
1096,SC,-81.9908502250107,34.9311754038617,9.9,11.5,76.9,61.2,15.8,15.9,27.6,38.5,25.4
1097,MN,-96.4022896934934,47.7739940017747,10.1,8.2,69.1,67.0,23.3,15.0,20.5,33.1,19.2
1098,WA,-120.680006355822,47.124429929857,11.8,7.7,67.4,64.9,18.9,12.3,19.3,30.9,26.0
1100,TX,-101.412113870434,30.7229410965866,9.3,31.3,70.3,52.0,19.1,15.0,30.4,38.5,31.9
1101,KY,-88.3536595324596,37.2104460426636,11.0,7.4,76.7,58.5,15.1,19.4,24.9,40.2,23.0
1102,KY,-87.6832955337496,37.518446887012,11.4,7.7,75.6,52.1,15.0,22.9,30.0,43.6,27.3
1103,TX,-102.784414317939,34.5299392685081,9.8,34.9,70.0,47.5,18.2,16.5,32.8,38.3,31.2
1104,NC,-79.7749885459399,36.3960168778977,10.8,16.4,75.7,57.3,17.4,18.4,25.7,38.1,23.4
1105,MA,-71.3919058370361,42.4853611024069,10.8,2.5,76.3,73.1,18.6,8.5,15.6,31.3,23.6
1107,IN,-85.6547339794177,40.5158942573757,11.9,9.4,75.8,56.7,15.9,21.5,31.8,40.6,24.6
1108,KS,-101.719768412866,39.3514737729657,11.1,13.2,73.4,59.3,18.2,18.6,27.6,35.1,24.4
1109,GA,-81.4437379812069,32.0137075119901,9.9,11.1,74.8,64.0,17.8,13.5,21.7,34.6,28.2
1110,TX,-100.92119615452,32.3062215177593,9.3,28.6,69.9,44.8,18.8,20.2,33.3,41.3,32.1
1111,MO,-91.925954260118,38.8352368273699,10.8,11.0,73.6,55.5,20.1,22.2,27.5,39.4,22.7
1112,AL,-85.6038430238838,34.1758355642538,10.2,11.7,76.7,56.7,17.1,17.6,26.9,37.4,23.8
1113,MO,-89.9444502071188,36.8556400328536,11.4,12.5,74.0,49.4,18.6,25.5,32.1,41.8,22.5
1114,TX,-95.5030644811264,30.300104861884,9.9,17.6,72.1,55.5,19.1,16.2,26.5,38.7,27.0
1115,MS,-89.4885165898975,30.4158062648013,10.4,10.6,73.5,8.7,17.6,19.8,31.1,36.4,27.0
1116,KY,-84.3159750395203,37.3649576669397,12.3,9.2,75.2,47.1,14.1,26.0,33.7,42.7,24.5
1117,CA,-119.820667930537,38.5974751291386,10.5,5.5,68.9,65.4,22.4,13.4,18.1,35.1,27.2
1118,TN,-85.9555794169535,36.2506836726101,11.7,14.4,75.0,58.4,17.8,20.6,27.3,38.4,28.7
1119,WI,-89.0714240953801,42.6712511057737,11.3,10.0,73.2,63.6,22.1,17.8,24.0,38.2,25.1
1120,NE,-102.995099503989,41.2196047468942,9.4,10.4,70.6,61.2,21.2,15.8,26.7,35.4,21.7
1121,MO,-91.7217913328164,40.0967025605476,11.2,12.7,73.0,52.5,19.3,23.9,29.7,41.1,23.6
1122,KY,-84.0898722887174,38.6885793659077,11.4,8.8,76.8,57.1,15.2,19.4,26.6,40.2,23.3
1125,TX,-93.8530861264766,31.3427705012424,10.9,16.2,71.2,49.1,19.1,21.0,29.0,39.4,27.0
1126,TX,-95.8540770881773,32.2120534622244,10.6,17.5,71.8,52.3,18.8,17.7,27.1,38.1,27.8
1127,AL,-88.0891310718596,33.2807870081005,11.0,13.5,79.1,50.4,14.4,19.6,32.6,42.2,28.0
1129,TX,-99.9760823556218,31.8313952476266,9.8,22.4,71.0,52.7,19.5,16.3,29.1,39.7,27.5
1130,NE,-95.8497433816405,40.387810513617,9.6,7.5,70.2,60.5,20.2,16.1,27.4,32.8,23.6
1133,TX,-97.7408777176847,28.4172095531903,9.2,29.9,70.4,44.9,18.9,18.5,33.9,41.6,33.1
1136,WI,-88.6446943692825,44.0689256622657,11.1,6.3,73.5,67.3,23.3,17.3,21.0,32.7,25.0
1137,WI,-88.0420010334725,42.5767151176665,11.7,7.9,72.8,61.4,23.6,19.3,23.8,36.6,27.5
1138,ID,-111.207859193673,43.7599479101645,10.0,9.0,70.1,69.3,17.8,10.9,18.4,30.2,19.2
1140,IA,-92.5320731116848,41.6861148866249,9.9,6.7,75.6,65.1,23.1,17.9,26.5,32.9,22.6
1142,NV,-118.112100864321,41.4067831316237,11.2,13.1,68.7,54.9,20.4,19.3,29.0,38.8,26.0
1143,IN,-85.7939718654264,40.8457345000907,11.1,8.1,75.5,61.1,17.9,19.0,26.9,33.7,23.4
1144,TX,-101.435539631592,32.3062566921311,9.4,25.7,70.2,49.5,19.0,17.2,30.1,39.1,30.4
1145,GA,-82.7062098247415,30.9148775167837,12.1,24.5,75.2,45.0,13.9,23.0,36.2,41.6,33.4
1149,GA,-83.8278402405427,32.5679570126366,11.3,15.2,76.7,55.3,14.7,17.5,28.8,41.5,33.7
1150,WV,-81.0752406360222,38.4623271616957,13.3,8.7,77.6,47.9,15.9,25.8,32.7,44.0,24.8
1151,KS,-101.76373465007,38.9169062823761,10.5,9.5,75.0,62.8,19.7,16.3,23.1,35.9,19.4
1152,WI,-90.9311061711768,43.2395651883967,11.4,8.0,72.1,61.0,24.2,19.9,23.7,37.3,26.2
1153,WI,-89.3985332704567,43.8195169101074,11.4,8.5,71.6,59.1,22.6,21.1,27.6,35.3,24.2
1154,WV,-80.2424987842091,39.5096729205619,11.8,7.2,78.0,56.7,17.2,19.3,27.5,41.1,24.3
1155,IA,-95.959786390742,42.0515364416231,10.5,6.4,75.2,62.6,22.9,19.6,27.0,34.4,23.0
1156,MN,-92.883874636156,45.0391448489101,9.5,5.6,71.3,74.9,22.2,9.1,14.6,25.7,19.0
1157,AZ,-110.846572235272,31.525984062461,9.9,26.7,68.5,51.0,17.9,13.6,27.8,36.4,28.1
1159,MO,-94.7737122798575,39.3801790382148,10.5,8.9,75.9,65.4,21.1,14.9,21.9,35.6,18.8
1160,GA,-82.6605256658153,32.7014019647725,10.9,20.0,75.1,45.7,15.6,23.4,34.7,39.6,35.6
1161,TN,-85.7224804796809,35.3885246221365,11.7,13.5,74.4,53.9,16.4,23.0,29.7,38.5,26.5
1162,MO,-90.0259747684384,37.3221174856419,11.9,10.0,72.5,50.8,18.9,26.0,30.1,40.1,24.2
1163,UT,-111.576241103098,39.3739330940003,11.8,12.3,67.5,61.5,12.4,13.1,21.4,37.7,22.8
1164,NE,-96.1549052296409,41.2954415594743,9.0,12.5,74.6,63.9,20.0,14.1,24.3,32.2,21.1
1165,IA,-94.1817626829124,42.4278438783846,9.5,8.2,77.4,67.6,23.8,14.9,24.0,37.7,23.9
1166,MN,-96.4906460318929,46.8923234206487,10.4,5.6,71.8,68.1,22.6,14.2,20.4,32.8,21.4
1168,WY,-110.547535027877,41.287644945248,10.7,12.6,66.8,60.9,20.3,18.2,25.5,35.7,22.7
1169,KY,-84.4587525572091,38.0426386097612,10.7,6.2,77.5,60.4,15.6,16.4,22.9,39.2,21.9
1170,KY,-83.2580942035013,37.9221947860441,11.6,9.0,74.7,48.4,14.1,24.1,31.2,44.0,26.0
1172,WY,-104.567739997323,43.8402189504887,10.3,13.1,65.8,58.1,19.5,18.4,24.1,31.7,20.8
1173,GA,-84.7307899902966,31.1637772437538,11.7,16.2,74.6,48.4,14.9,21.8,33.4,40.0,31.4
1174,MN,-94.5511409161961,43.6742958241115,10.3,7.9,68.9,64.7,22.8,15.3,21.8,31.1,20.4
1176,NC,-78.9717598158032,36.3900143908706,11.0,11.0,75.3,56.1,18.2,20.1,27.3,37.8,23.9
1177,NC,-78.365753932271,35.5179210737528,10.1,12.2,76.5,61.1,17.8,15.9,24.1,35.5,22.9
1178,CA,-121.271085290011,37.9345365020323,10.1,11.5,67.8,58.5,17.1,12.5,24.0,38.4,35.5
1179,NE,-103.711073037199,41.5463470033044,9.2,9.9,71.5,68.4,21.6,12.3,22.1,29.3,20.2
1180,WV,-81.1171562125043,38.8442506055535,12.8,11.3,78.4,45.5,15.9,27.0,38.1,43.5,27.4
1181,SC,-81.4351515831386,33.2660126385425,11.4,16.8,78.5,52.4,15.7,21.4,32.7,45.7,28.8
1183,MI,-84.1276827424359,45.0275595027839,11.8,8.7,74.9,63.3,19.5,20.7,25.1,35.5,24.7
1184,KS,-95.3833179151463,39.2355119930343,10.4,9.0,72.9,66.9,21.2,15.2,21.2,33.4,18.6
1185,AK,-135.500167586106,59.119335495324,10.2,9.0,62.8,60.5,22.1,15.7,19.9,33.0,24.3
1186,ID,-116.454153346478,44.8894249014411,11.0,9.0,70.0,62.2,18.4,15.4,23.3,33.0,19.4
1187,IN,-86.4459386323054,39.4815379764524,11.3,9.0,75.0,60.2,17.6,20.0,28.2,35.7,23.3
1188,TX,-95.1654294685663,31.8369558998934,10.5,20.8,72.0,48.1,18.1,19.4,30.8,40.5,31.4
1190,ME,-70.4442282029736,44.9739850873463,12.1,10.2,77.0,59.6,19.9,16.1,22.6,37.1,22.7
1191,WI,-87.9514940839828,43.3839313389774,10.2,5.7,74.2,71.9,25.0,12.5,16.9,29.8,22.2
1192,NE,-97.1939060618896,41.9169600169038,9.2,8.1,70.0,64.0,21.4,15.6,24.7,30.1,22.8
1193,CA,-121.927326815652,37.9192010440958,9.5,6.7,68.3,66.8,19.6,10.5,18.6,35.8,31.4
1194,MS,-88.5199550587624,34.6182002336868,10.7,11.8,75.9,9.0,16.3,19.9,31.7,37.7,28.9
1195,GA,-82.6765133555302,33.4084998133757,11.6,19.9,76.9,50.1,13.7,20.1,32.1,43.3,36.5
1198,KS,-101.731862459351,39.7858054662886,10.9,12.7,73.3,58.8,18.8,18.1,26.7,34.9,21.2
1201,KY,-83.8240459724498,38.5952597127634,11.8,6.6,76.5,52.7,14.5,22.5,28.5,43.9,23.9
1202,GA,-84.1404840374699,31.7797631129243,10.2,12.5,75.1,61.0,17.3,15.3,24.9,36.4,28.7
1203,MS,-89.80155075446,33.7699321051446,11.0,15.9,77.5,7.7,14.4,22.1,36.8,42.7,32.3
1205,WV,-80.3793933507544,39.2833399096793,11.9,4.9,79.4,57.7,15.9,20.0,28.9,40.1,24.8
1206,TN,-86.0918698970429,35.1549514186038,11.9,11.5,73.4,53.8,16.9,23.1,29.4,41.0,25.1
1207,OH,-83.6009281179684,39.1846774295258,12.0,12.1,74.7,55.6,19.2,24.6,31.7,42.8,27.9
1209,MS,-88.6894559971703,32.0414239668405,10.6,14.4,78.4,8.3,15.2,19.0,31.7,38.5,34.4
1210,OH,-84.5755446176036,39.4386549224371,11.3,10.3,75.3,61.1,19.2,19.1,24.9,38.3,24.7
1211,OK,-95.375998987891,34.416281814947,13.2,12.3,73.4,47.4,14.2,23.7,36.4,38.6,25.8
1213,GA,-82.3312358596009,32.1214347307346,11.1,20.3,76.3,54.2,15.2,16.9,28.5,40.4,31.7
1216,MO,-89.568893407205,37.053398059801,11.1,11.6,75.3,55.6,18.2,21.6,30.3,41.4,22.2
1217,NE,-98.7837937755816,42.4555887172756,9.3,7.7,70.9,62.4,21.4,16.1,25.6,33.8,21.3
1219,GA,-84.1949969554577,31.2247787477769,11.9,19.6,76.7,47.1,14.2,21.6,34.6,44.7,33.9
1220,TX,-97.4924120761723,29.4565232169214,9.9,31.5,71.0,48.4,18.3,17.2,32.5,38.8,30.3
1221,WV,-79.6682382255385,39.4693463018361,12.6,8.8,78.1,51.7,17.5,23.1,32.5,39.6,26.7
1222,NC,-76.9818607276757,36.3588871196747,11.2,15.1,78.4,51.1,15.1,20.7,30.6,42.9,29.7
1223,NM,-103.41236291919,32.7921657831422,11.1,17.8,64.2,54.0,15.9,18.1,30.1,32.7,28.1
1224,NJ,-74.300886244069,41.0345539972896,9.7,18.2,73.9,57.2,16.8,14.9,30.9,38.5,29.2
1225,OK,-94.70328856369,34.9005046634998,13.2,14.0,71.4,48.1,14.0,23.0,37.5,39.3,26.2
1226,MD,-76.1036585424553,38.7700379010208,11.2,9.1,74.9,67.9,19.5,12.1,18.3,34.0,25.5
1227,SC,-81.2723623256015,33.9025231108699,9.5,11.4,76.4,64.3,19.9,14.5,23.5,35.0,26.1
1228,OH,-82.2371873934768,39.7377614698385,11.4,6.4,76.1,57.0,20.0,23.7,30.4,42.1,25.3
1230,MS,-88.4433972982041,33.4730656090566,10.2,14.8,78.2,9.2,15.1,17.8,32.0,40.8,32.3
1231,TX,-98.1823187653699,30.7885222390925,9.8,18.1,71.6,55.0,19.4,16.1,27.0,38.8,26.2
1232,KY,-83.0503702006905,38.3180880246439,11.7,8.2,77.6,53.6,14.6,21.5,28.2,40.9,24.2
1233,MD,-76.9308970282026,39.2502169624857,9.7,6.4,74.6,71.7,14.7,8.1,17.9,37.4,27.4
1234,ID,-116.760636913533,44.0064328596574,11.3,11.5,71.0,60.5,16.5,16.4,28.0,30.9,21.7
1235,OH,-80.7611246090452,40.3850232178899,11.5,8.6,78.7,61.1,18.8,20.9,26.1,43.4,24.2
1236,TX,-99.0991054455239,28.3447439568523,9.4,42.5,68.7,38.8,17.2,18.7,41.0,41.6,35.6
1238,MT,-115.133410637731,47.67485749039,11.6,10.9,68.3,59.4,23.0,17.1,22.3,34.5,22.4
1239,MT,-104.417488264444,46.3342013786752,11.0,8.1,68.9,63.6,23.9,16.1,20.4,33.9,22.2
1240,WA,-119.740958563289,48.5487824430908,12.4,12.5,64.4,55.6,19.4,16.6,23.9,35.8,29.0
1241,TN,-87.7755303561665,36.041205154577,12.2,16.0,74.0,53.7,16.8,23.9,30.2,37.9,28.5
1242,TX,-98.0898636168102,27.7313571296444,9.5,35.1,71.3,44.6,17.4,16.5,36.1,41.7,31.0
1243,KY,-82.9225730950791,38.5458069166723,11.7,6.1,76.7,57.0,16.3,19.9,26.6,40.1,21.8
1244,KS,-96.735150227287,39.2963177217444,11.0,11.8,74.1,58.5,18.2,17.2,26.3,37.7,20.8
1245,RI,-71.6233119991938,41.4692971384544,11.6,4.6,81.1,76.7,21.9,11.0,15.3,32.3,22.1
1247,GA,-83.8509955457944,31.5513177333571,11.1,16.5,75.4,53.9,15.4,18.9,30.3,38.1,32.6
1248,NE,-96.2222040629342,41.5309617546696,8.9,6.6,71.8,69.6,21.8,11.5,19.5,27.6,19.2
1249,CA,-118.887441843869,37.9391655989695,10.2,8.4,67.9,65.1,21.6,12.6,19.1,33.1,26.2
1250,IN,-86.5631490017914,40.5827244455324,11.2,8.8,75.9,61.3,17.9,19.6,27.0,37.2,25.7
1251,UT,-111.743483739653,41.7226445365922,11.3,9.2,69.8,65.9,11.4,10.6,19.9,32.8,19.8
1252,AK,-151.390098989755,65.5085661031514,13.1,12.8,65.2,42.3,19.1,29.4,30.8,40.7,32.8
1253,MS,-89.9911841534087,34.8754384568601,9.9,11.7,78.2,11.9,16.1,14.8,27.9,37.9,31.5
1255,IA,-95.5135119987571,42.3869647701318,9.7,7.7,75.6,67.8,24.1,16.1,23.7,32.7,22.2
1256,NM,-106.93020767439,34.0074096137216,11.7,17.1,66.2,50.9,16.2,22.0,30.5,33.5,26.5
1257,WA,-123.773234737164,47.1497896042938,12.0,9.7,67.0,58.3,19.7,14.8,22.2,40.2,29.6
1258,MN,-92.6766788903511,46.592180259463,10.1,5.9,71.1,64.3,23.7,15.8,18.6,36.0,22.0
1260,TN,-86.4173008190105,35.8422400415262,11.7,11.4,75.8,57.8,16.1,18.6,27.8,38.3,27.5
1261,GA,-83.249810116719,33.0696572776403,11.1,17.1,76.7,52.9,14.8,18.0,29.6,43.0,31.6
1262,KY,-84.7431415312927,38.04293919193,10.2,4.5,78.2,68.0,15.8,12.0,20.0,35.9,21.6
1264,NJ,-74.6614046747052,39.4779411555213,10.0,12.8,76.1,62.1,17.4,13.4,25.4,39.1,28.9
1265,MI,-88.6874092291116,46.8980091892674,10.9,6.4,75.6,68.9,20.1,15.9,21.3,30.9,23.3
1266,KY,-84.9907572373581,38.0037668325819,11.3,7.1,76.0,56.6,16.1,20.6,26.5,39.2,22.5
1267,TN,-85.832699687632,35.979986125338,12.1,19.0,73.7,49.7,15.8,25.3,33.3,39.3,28.1
1269,OH,-84.5861187587366,40.8554297690305,11.1,8.1,76.0,62.3,19.7,18.9,24.7,37.0,23.1
1270,MO,-93.4559770841609,36.7469584782323,10.7,13.4,74.5,57.3,20.2,20.3,25.4,38.9,22.2
1271,KY,-84.5834151899489,38.2913277372308,10.6,4.8,76.9,63.2,15.9,15.8,23.1,40.8,20.3
1272,KS,-97.4769068758362,37.2371328924638,10.8,9.9,73.0,59.2,17.7,19.0,27.7,38.4,21.6
1273,IN,-85.8974189966702,39.205842711807,10.6,10.4,76.7,63.5,16.4,15.8,24.9,36.5,22.6
1274,GA,-83.2929139124452,34.5541172114089,11.2,18.4,73.1,55.9,16.2,17.8,28.0,35.2,28.1
1276,MS,-90.9474054728213,33.2840015603638,11.2,15.6,80.8,7.4,12.8,19.0,34.0,42.8,39.7
1277,MI,-84.5634389539061,46.3005571527328,12.1,8.0,75.5,62.7,20.5,20.1,24.8,35.5,25.0
1278,TN,-82.4976826297545,36.2931013733885,12.1,12.9,74.0,56.1,17.1,21.5,28.0,38.3,24.0
1279,TX,-99.2135754843925,33.6164027124256,9.9,19.7,71.7,57.8,20.8,15.6,24.4,38.0,28.4
1280,MI,-84.1264922093549,44.3349268175547,11.9,9.5,75.3,62.8,20.0,20.5,26.9,39.4,23.7
1281,WY,-104.569576215136,44.5885182060997,10.4,12.0,64.9,60.4,20.8,17.4,22.0,31.4,21.5
1282,TX,-95.9269805471316,30.9654128932374,9.8,22.9,71.7,49.3,19.3,18.5,30.3,40.6,32.2
1283,MS,-89.6165507185912,33.4940193440942,11.5,16.0,78.2,6.4,13.2,22.4,38.0,40.5,32.5
1284,IN,-85.627626766198,38.9970771943506,11.1,11.2,74.9,56.7,17.5,21.7,30.2,38.6,24.5
1286,MO,-91.8864846136754,36.7739973587625,11.5,12.7,74.2,50.6,18.2,25.2,31.3,40.2,25.5
1287,MO,-93.8329969088242,37.1063602784449,10.8,11.6,74.5,57.1,19.5,20.5,27.6,39.7,24.7
1289,MS,-89.950741579883,34.363793271281,11.2,13.6,78.9,7.1,13.5,20.6,36.5,39.5,32.5
1290,MN,-96.2532226133985,43.6747242250722,10.2,7.1,68.6,63.7,23.3,17.1,22.1,30.6,21.0
1291,TN,-85.6219431836917,35.1293245805955,11.9,12.4,75.8,55.1,17.0,21.4,29.4,39.7,26.9
1293,TX,-96.1067079891207,33.5939918625656,9.9,17.5,71.9,53.8,19.9,17.2,26.9,39.5,29.0
1294,WI,-89.3334381762567,43.4665785622649,10.8,6.6,73.2,67.8,24.5,16.5,22.2,32.9,24.3
1295,MI,-85.0746221815088,42.9450887788595,11.0,8.2,75.6,67.2,20.0,17.5,23.6,35.9,24.8
1296,OK,-94.8025161516535,36.4082128143741,13.5,11.6,72.8,50.3,14.6,22.7,32.9,38.2,25.7
1300,MA,-71.0693454244262,42.3340370910155,11.8,5.8,76.6,62.1,19.1,12.5,24.7,34.7,26.2
1303,NE,-96.1409357262604,40.9097796883815,9.1,8.4,71.7,65.4,22.4,12.9,22.2,29.6,21.0
1305,NC,-79.4801629069361,34.8409047045285,11.5,14.6,77.6,50.5,15.6,21.3,30.3,41.3,26.5
1306,MO,-92.583050228326,38.6326355995214,10.6,13.6,73.1,56.1,20.0,21.3,28.1,38.3,23.0
1310,SC,-80.7997995101772,33.4390784677252,11.5,17.5,81.2,54.2,14.9,19.8,31.6,41.3,32.0
1311,ME,-69.1440787572762,44.5014638999643,12.0,7.1,76.3,63.1,19.0,14.3,18.7,34.4,21.6
1312,NC,-79.7889017999481,36.079488692501,10.5,12.5,76.6,60.7,16.4,14.9,23.8,36.3,24.0
1313,TX,-96.7778014946126,32.7665843308618,8.8,23.2,72.7,53.9,17.2,13.5,28.3,35.7,28.0
1314,TN,-88.184457664171,35.1982852691719,11.6,15.8,75.0,56.5,16.7,21.2,28.1,39.9,25.8
1315,KY,-83.38157615835,37.0935641968066,11.9,10.2,77.0,50.9,14.0,23.3,31.8,40.5,23.9
1316,KY,-85.6594494059303,38.1871000298821,10.9,6.1,77.6,59.1,15.8,17.0,24.2,39.2,21.7
1317,GA,-83.8198972002444,34.3169672815553,10.2,19.4,72.2,55.0,17.1,17.1,28.3,40.6,27.9
1318,KS,-101.311955090747,37.1922947403018,10.6,18.0,73.8,56.1,18.2,17.7,31.4,37.9,24.5
1320,KS,-95.1467594364195,39.7879740207574,11.3,8.1,73.2,60.0,18.7,19.4,25.7,36.5,22.1
1321,TN,-84.5038069261659,36.4290014208916,11.9,17.7,75.3,49.6,15.7,26.6,33.3,42.4,29.1
1322,TN,-87.8588595527081,35.6430673129099,12.1,17.3,74.3,52.6,16.9,23.3,30.7,40.0,28.3
1323,IN,-87.2416709976357,40.1211593944806,11.2,9.1,75.4,61.0,18.5,18.7,27.0,37.4,24.4
1324,TX,-99.4537712491394,31.7731194131373,10.1,17.5,71.8,53.8,19.5,17.9,27.3,38.5,27.0
1325,NM,-104.46703689208,33.3632971639634,10.9,18.2,65.5,55.4,15.4,17.6,29.0,36.4,27.7
1326,AL,-85.8606604130173,33.2693085517833,11.1,11.1,76.4,50.0,15.8,21.5,32.1,40.8,27.5
1327,NC,-82.0487203388744,35.6823599984024,11.1,13.2,72.4,52.8,17.9,22.8,28.0,36.3,23.6
1329,NC,-78.1065171313416,36.3966767382286,11.5,13.5,77.9,50.1,15.1,21.7,30.6,41.4,27.6
1330,KY,-84.7278410698523,38.9698579510047,10.5,6.2,76.5,61.3,17.8,17.3,21.9,39.0,21.1
1332,VT,-72.9129000779393,44.8578721029832,12.3,6.1,73.9,68.2,21.2,14.6,18.9,33.6,24.4
1335,WI,-88.2306031328811,43.3685226289149,10.7,7.6,72.7,72.5,26.1,13.2,18.9,33.4,23.7
1336,ID,-112.351741906429,44.2840300339483,11.0,22.4,70.3,57.1,15.4,14.6,28.9,35.0,27.2
1337,MS,-90.5269687799417,33.1287023682182,12.3,20.1,80.0,5.0,10.8,26.0,44.4,45.0,38.7
1339,TX,-100.269768350645,35.4011461843964,10.2,19.4,71.6,50.1,18.7,19.0,30.5,39.5,28.6
1340,OH,-83.8672503844998,38.933768273729,11.6,8.3,76.1,57.7,20.4,22.6,30.2,41.4,25.6
1341,TN,-84.3109570879841,35.7351546299953,11.2,13.5,74.4,58.0,17.7,19.0,27.0,38.4,25.4
1342,MO,-90.2469793240044,38.6317585690069,11.6,10.4,78.5,56.5,18.4,18.5,25.4,37.2,25.6
1343,TX,-100.779742210669,34.0740864379362,9.7,18.2,71.5,56.7,20.2,16.4,25.6,37.8,29.0
1344,MI,-85.9935414758751,41.9154206378426,11.5,8.1,75.6,67.0,20.1,18.0,23.3,35.8,22.5
1345,NE,-97.6007413254189,41.9166558603453,9.7,11.7,70.2,61.1,21.8,15.1,26.6,33.0,24.2
1346,WI,-91.9161252265845,46.4328926127271,10.9,6.9,73.1,68.2,24.7,14.2,18.5,33.9,24.0
1347,NE,-98.0473462211499,40.1763649753424,9.1,9.9,71.1,65.2,21.6,14.8,24.9,30.0,23.4
1348,WI,-90.5014610688285,45.2114507805017,11.1,7.8,72.8,63.6,24.4,20.0,24.4,34.4,26.9
1349,NC,-82.7987373770396,35.2014202945151,9.7,6.7,75.5,67.9,19.7,13.3,18.8,32.0,19.2
1350,AL,-86.9814538074536,34.8102607960627,10.1,10.5,77.6,60.2,16.3,15.5,24.4,39.8,24.4
1351,IN,-84.9248945899903,39.6253310156947,11.7,6.7,74.5,58.9,17.9,20.3,27.8,36.8,23.2
1352,WI,-90.2421159937405,46.2623105163576,10.8,6.4,72.9,67.1,23.9,15.7,19.4,30.2,22.4
1353,WV,-79.1956682823498,39.1051878980045,12.5,7.7,76.9,50.0,17.5,23.7,32.7,47.3,25.8
1355,OK,-98.3753072133041,35.1744775420033,12.4,15.8,71.5,47.2,15.5,23.0,35.8,41.5,29.7
1357,TX,-99.7622517109272,29.3573842987662,9.5,35.4,71.7,47.4,17.2,15.5,34.4,39.5,29.3
1358,WI,-89.7344763397969,45.3374904822118,11.2,6.0,73.9,66.1,25.7,17.5,23.5,34.3,25.0
1359,GA,-85.1878132568191,34.0020201619572,10.7,20.0,72.7,54.1,15.9,18.8,30.6,38.2,31.2
1361,NV,-118.434422566639,38.5384503517263,12.0,14.7,70.3,52.3,18.8,20.7,28.0,41.1,28.7
1362,MN,-96.4714542616451,45.7722365386933,10.1,7.9,69.7,65.5,23.0,16.1,22.5,32.4,22.0
1363,MT,-105.795346558099,47.6451000194583,10.6,7.8,66.7,64.1,25.4,15.1,19.6,33.3,20.6
1365,MO,-93.9919380515497,40.3547883582406,10.7,11.5,74.0,54.1,18.9,21.7,29.5,42.8,23.7
1368,MN,-94.0706604090783,46.4825194054653,10.5,5.7,69.1,64.4,24.6,17.0,20.6,30.9,20.1
1369,TX,-102.343246080123,33.6077107803393,10.0,25.3,71.9,50.3,18.6,15.9,31.3,41.4,30.3
1370,TX,-94.9657501261374,33.2166629158595,10.3,31.9,71.8,47.6,17.4,18.1,32.6,41.7,29.7
1371,MS,-91.0359437019146,31.7341340568142,11.7,18.3,82.5,6.2,11.7,21.8,38.2,43.9,38.7
1372,AK,-143.967989524598,61.8833837156363,10.8,12.2,64.5,57.7,20.9,17.5,22.6,36.3,25.2
1377,CA,-121.694661656309,39.0344595609474,10.6,12.6,67.3,54.5,17.8,16.4,27.0,36.7,33.0
1378,NC,-82.30769414617,35.8991764909611,9.7,11.9,74.8,63.6,19.5,15.0,22.2,32.0,21.0
1379,UT,-109.570004970837,38.9834032042322,11.4,9.7,69.6,64.8,13.8,11.4,20.0,36.7,23.7
1380,MN,-95.6740094489452,46.9348310979902,9.8,6.8,70.0,66.4,22.5,15.5,20.3,29.5,23.2
